name,url
Brush CuttersExplore Now,https://www.moglix.com/gardening-outdoor-equipments/mowers-trimmers/brush-cutters/129111100
Battery SprayersExplore Now,https://www.moglix.com/gardening-outdoor-equipments/sprayers/battery-sprayers/129120300
Agriculture Water Pump SetsExplore Now,https://www.moglix.com/gardening-outdoor-equipments/water-pump-sets/129120400
VIEW ALL,https://www.moglix.com/office-supplies/214000000
SpeakersExplore Now,https://www.moglix.com/office-supplies/audio-video/speakers/214132600
Ink Tank PrinterExplore Now,https://www.moglix.com/office-supplies/printers/ink-tank-printer/214191503
Laser PrinterExplore Now,https://www.moglix.com/office-supplies/printers/laser-printer/214191501
ProjectorsExplore Now,https://www.moglix.com/office-supplies/audio-video/projectors/214131500
VIEW ALL,https://www.moglix.com/security/120000000
Smart WiFi CamerasExplore Now,https://www.moglix.com/security/cctv-cameras-and-accessories/smart-wi-fi-cameras/116142501
SIM CamerasExplore Now,https://www.moglix.com/security/cctv-cameras-and-accessories/sim-cameras/116142508
Dome CamerasExplore Now,https://www.moglix.com/security/cctv-cameras-and-accessories/dome-cameras/116142504
Bullet CamerasExplore Now,https://www.moglix.com/security/cctv-cameras-and-accessories/bullet-cameras/116142503
VIEW ALL,https://www.moglix.com/agriculture-farming/600000000
Milking MachinesExplore Now,https://www.moglix.com/agriculture-farming/farming-tools-machines/milking-machines/440400000
FertilizersExplore Now,https://www.moglix.com/agriculture-farming/fertilizers-soil-additives/fertilizers/400100000
Egg IncubatorsExplore Now,https://www.moglix.com/agriculture-farming/farming-tools-machines/egg-incubators/440110000
"Farming Tools, Equipment and MachinesExplore Now",https://www.moglix.com/agriculture-farming/farming-tools-machines/440000000
refrigerators,https://www.moglix.com/appliances-and-utilities/refrigerators/230160000
fans,https://www.moglix.com/appliances-and-utilities/fans/211530000
drills,https://www.moglix.com/power-tools/drills/114160000
grinders,https://www.moglix.com/power-tools/grinders-vibrators/114130000
welding machines,https://www.moglix.com/welding/welding-machines/126111100
vices,https://www.moglix.com/hand-tools/vices-clamps/112130000
generators,https://www.moglix.com/electricals/power-generation-transformers/generators/211522000
solar inverters,https://www.moglix.com/solar/solar-inverter/213180000
safety helmets,https://www.moglix.com/safety-and-security/safety-helmets/116111311
traffic safety,https://www.moglix.com/safety-and-security/traffic-safety/116240000
office chairs,https://www.moglix.com/hospitality-and-furnitures/chairs/office-chairs/220170000
barcode scanners,https://www.moglix.com/office-supplies/office-machines/barcode-scanners/214191700
bike helmets,https://www.moglix.com/automotive/bike-accessories/helmets/216111800
vehicle horns,https://www.moglix.com/automotive/car-accessories/car-horns/216113500
brush cutters,https://www.moglix.com/gardening-outdoor-equipments/mowers-trimmers/brush-cutters-spare-parts/129111600
grass trimmers,https://www.moglix.com/gardening-outdoor-equipments/mowers-trimmers/129110000
smartphones,https://www.moglix.com/it-electronics/mobiles/smartphones/250140300
pumps and motors,https://www.moglix.com/pumps-motors/128000000
Respiratory Masks,https://www.moglix.com/safety-and-security/respiratory-masks/116111600
Hearing Protection,https://www.moglix.com/safety-and-security/hearing-protection/116111500
3M Safety Goggles,https://www.moglix.com/brands/3m/safety-and-security/safety-goggles/116111200
Karam Safety Helmets,https://www.moglix.com/brands/karam/safety-and-security/safety-helmets/116111311
Liberty Safety Shoes,https://www.moglix.com/brands/liberty/safety-and-security/safety-shoes/116111700
Venus Safety Masks,https://www.moglix.com/brands/venus/safety-and-security/respiratory-masks/116111600
Makita Power Drills,https://www.moglix.com/brands/makita/power-tools/drills/114160000
Power Tool Kits,https://www.moglix.com/power-tools/smart-kits-drills/114161100
Dewalt Angle Grinders,https://www.moglix.com/brands/bosch/power-tools/114000000
Cordless Power Tools,https://www.moglix.com/power-tools/cordless-power-tools/114110000
Stanley Power tools,https://www.moglix.com/brands/stanley/power-tools/114000000
LED Lights,https://www.moglix.com/lighting-luminaries/led/211200000
LED Bulbs,https://www.moglix.com/lighting-luminaries/led/led-bulbs/211207100
Decorative Lights,https://www.moglix.com/lighting-luminaries/decorative-lights/211321000
LED Flood Lights,https://www.moglix.com/lighting-luminaries/led/flood-lights/211201900
LED Batten Lights,https://www.moglix.com/lighting-luminaries/led/batten-light/211207400
LED Panel Lights,https://www.moglix.com/lighting-luminaries/led/led-panel-lights/211207200
Crompton Lights,https://www.moglix.com/brands/crompton/lighting-luminaries/212000000
Bajaj LED,https://www.moglix.com/brands/bajaj/lighting-luminaries/led/211200000
Eveready LED Flashlights,https://www.moglix.com/brands/eveready/lighting-luminaries/led/led-flashlights-torches/211202700
Surya LED Bulbs,https://www.moglix.com/brands/surya/lighting-luminaries/led/led-bulbs/211207100
Polycab Wires,https://www.moglix.com/brands/polycab/electricals/wires-cables/211190000
GM Switches,https://www.moglix.com/brands/gm/electricals/switches-sockets/211110000
Exide Batteries,https://www.moglix.com/brands/exide/electricals/power-generation-transformers/batteries/121240000
Anchor Switches,https://www.moglix.com/brands/anchor/electricals/switches-sockets/211110000
Isolators,https://www.moglix.com/electricals/circuit-breakers-fuses/isolators/211124900
MCB Distribution Boards,https://www.moglix.com/electricals/distribution-boards/mcb-distribution-boards/211135028
Micro Drives,https://www.moglix.com/electricals/micro-drives/211920000
Laptop,https://www.moglix.com/office-supplies/computers/laptops/214193100
Toner Cartridges,https://www.moglix.com/office-supplies/ink-cartridges-toners/214132000
Shredders,https://www.moglix.com/office-supplies/office-machines/shredders/214191100
Lamination Machines,https://www.moglix.com/office-supplies/office-machines/laminating-machines/214191200
Canon Printers,https://www.moglix.com/brands/canon/office-supplies/printers/214191500
Lenovo Laptops,https://www.moglix.com/brands/lenovo/office-supplies/computers/laptops/214193100
Casio Calculators,https://www.moglix.com/brands/casio/office-supplies/office-basics/calculators/214181400
JK Papers,https://www.moglix.com/brands/jk/office-supplies/paper-notebooks/214140000
"Braces, Splints & Supports",https://www.moglix.com/medical-supplies/braces-splints-supports/215140000
Hot Water Bottles,https://www.moglix.com/medical-supplies/medical-consumables/hot-water-bottles/215121200
Thermometers,https://www.moglix.com/medical-supplies/diagnostic-instruments/thermometers/115251300
Stethoscopes,https://www.moglix.com/medical-supplies/diagnostic-instruments/stethoscope/115251500
Waist & Abdomen Supports,https://www.moglix.com/medical-supplies/braces-splints-supports/waist-abdomen-supports/215141600
Flamingo Medical Supplies,https://www.moglix.com/brands/flamingo/medical-supplies/215000000
Oscilloscopes,https://www.moglix.com/measurement-testing/electronic-bench-testing/oscilloscopes/115171800
Pressure Gauges,https://www.moglix.com/measurement-testing/measuring-precision-tools/pressure-gauges/115205000
Alcohol Breath Analyzers,https://www.moglix.com/measurement-testing/non-electrical-properties-testing/alcohol-breath-analyzers/115131200
Light Meters,https://www.moglix.com/measurement-testing/non-electrical-properties-testing/light-meters/115133500
LCR Meters,https://www.moglix.com/measurement-testing/electronic-bench-testing/lcr-meters/115172000
IR Thermometers,https://www.moglix.com/measurement-testing/temperature-humidity-meters/ir-thermometers/115153900
Dial Indicators,https://www.moglix.com/measurement-testing/measuring-precision-tools/dial-indicators/115204800
Anemometers,https://www.moglix.com/measurement-testing/air-velocity-meters/anemometers/115143800
Office Chairs,https://www.moglix.com/hospitality-and-furnitures/chairs/214194100
Office Décor,https://www.moglix.com/hospitality-and-furnitures/decor/220120000
Tables,https://www.moglix.com/hospitality-and-furnitures/tables/220150000
Stools,https://www.moglix.com/hospitality-and-furnitures/stools/220140000
Cello Chairs,https://www.moglix.com/brands/cello/hospitality-and-furnitures/chairs/214194100
Geysers,https://www.moglix.com/appliances-and-utilities/geysers-heaters/211560000
Hand Blenders,https://www.moglix.com/appliances-and-utilities/kitchen-appliances/hand-blenders/214195640
Electric Kettle,https://www.moglix.com/appliances-and-utilities/kitchen-appliances/electric-kettle/214195660
Microwave Ovens,https://www.moglix.com/appliances-and-utilities/kitchen-appliances/microwave-ovens/214195300
Water Purifiers,https://www.moglix.com/appliances-and-utilities/water-purifiers/211591100
Wall Fans,https://www.moglix.com/appliances-and-utilities/fans/wall-mounted-fans/211531500
Lawn Mowers,https://www.moglix.com/gardening-outdoor-equipments/mowers-trimmers/lawn-mowers/129111200
Earth Augers,https://www.moglix.com/gardening-outdoor-equipments/shovels-tampers-digging-tools/earth-augers/129141100
Hedge Trimmers,https://www.moglix.com/gardening-outdoor-equipments/cutting-pruning-tools/hedge-trimmers/129131100
Sprayers,https://www.moglix.com/gardening-outdoor-equipments/sprayers/129120000
Pruning Secateur,https://www.moglix.com/gardening-outdoor-equipments/cutting-pruning-tools/pruning-secateur/129131200
Pots & Planters,https://www.moglix.com/gardening-outdoor-equipments/pots-planters/129210000
Hand Tool Kits,https://www.moglix.com/hand-tools/tool-kits-storage/112600000
Pliers,https://www.moglix.com/hand-tools/pliers/112320000
Wire Cutters,https://www.moglix.com/hand-tools/strippers-cutters/wire-strippers-cutters/112121600
Chisels,https://www.moglix.com/hand-tools/chisels/112180000
Hacksaw Blades,https://www.moglix.com/hand-tools/hacksaws-accessories/hacksaw-blades/112361100
Socket Sets,https://www.moglix.com/hand-tools/sockets-accessories/socket-sets/112500000
Machine Vices,https://www.moglix.com/hand-tools/vices-clamps/machine-vices/112132300
Taparia Hand Tools,https://www.moglix.com/brands/taparia/hand-tools/112000000
Mobile Phones,https://www.moglix.com/it-electronics/mobiles/250140000
Televisions,https://www.moglix.com/it-electronics/televisions/250130000
Mobile Accessories,https://www.moglix.com/it-electronics/mobile-accessories/250110000
Power Banks,https://www.moglix.com/it-electronics/mobile-accessories/power-banks/214132500
Tablets,https://www.moglix.com/it-electronics/tablets/250100000
Faucets,https://www.moglix.com/plumbing/faucets/119190000
Pipes & Fittings,https://www.moglix.com/plumbing/metal-fittings/119170000
Health Faucets,https://www.moglix.com/plumbing/faucets/health-faucets/119191400
Wash Basins,https://www.moglix.com/plumbing/sinks/wash-basins/119221100
Floor Drains,https://www.moglix.com/plumbing/drains/floor-drains/119191600
Diverters,https://www.moglix.com/plumbing/faucets/diverters/119191900
Towel Racks,https://www.moglix.com/plumbing/bathroom-fixtures/towel-racks/119211400
Aldrops,https://www.moglix.com/hardware/door-hardware/aldrops/218111700
Locks,https://www.moglix.com/hardware/locks/218120000
Door Stoppers,https://www.moglix.com/hardware/door-hardware/door-stoppers/218111600
Door Handles,https://www.moglix.com/hardware/door-hardware/door-handles/218111300
Pad Locks,https://www.moglix.com/hardware/locks/padlocks/116143000
Plaza Door Locks,https://www.moglix.com/brands/plaza/hardware/locks/218120000
Godrej Locks,https://www.moglix.com/brands/godrej/hardware/locks/218120000
Link Locks,https://www.moglix.com/brands/link/hardware/locks/218120000
Car Washers,https://www.moglix.com/automotive/car-washers/121151100
Helmets,https://www.moglix.com/automotive/car-accessories/helmets/216111800
Bike Horns,https://www.moglix.com/automotive/bike-accessories/bike-horns/125151200
Shock Absorber,https://www.moglix.com/automotive/spare-parts/shock-absorber/125151700
Tail Lights,https://www.moglix.com/automotive/car-lightings/tail-light/216150400
Car Accessories,https://www.moglix.com/automotive/car-accessories/216110000
Car Chargers,https://www.moglix.com/automotive/car-accessories/car-chargers/216111100
Hydraulic Jacks,https://www.moglix.com/automotive/hydraulic-jacks-lifting-equipments/119250000
Safes,https://www.moglix.com/security/safes/116142700
CCTV Cameras and Accessories,https://www.moglix.com/security/cctv-cameras-and-accessories/116142500
Security Alarms,https://www.moglix.com/security/security-alarms/116160000
GPS Trackers,https://www.moglix.com/security/gps-trackers/116141500
Hooters & Buzzers,https://www.moglix.com/security/hooters-buzzers/116260000
Sensors,https://www.moglix.com/security/sensors/211112521
DVR,https://www.moglix.com/security/dvr/116142600
Access Control System,https://www.moglix.com/security/access-control-systems/116141600
Cutlery,https://www.moglix.com/kitchen-and-pantry-supplies/dining-serving/office-cutlery/214195400
Cups & Mugs,https://www.moglix.com/kitchen-and-pantry-supplies/dining-serving/cups-mugs/240110300
Pressure Cookers,https://www.moglix.com/kitchen-and-pantry-supplies/cookware/pressure-cookers/240140400
Bottles & Flasks,https://www.moglix.com/kitchen-and-pantry-supplies/storage-thermoware/bottles-flasks/214195200
Control Motor Starters,https://www.moglix.com/pumps-motors/control-motor-starters/211510000
Booster Pumps,https://www.moglix.com/pumps-motors/pumps/booster-pumps/128111300
Shallow Well Pumps,https://www.moglix.com/pumps-motors/pumps/shallow-well-pumps/128111700
Gear Pumps,https://www.moglix.com/pumps-motors/pumps/gear-pumps/128111500
Sewage Pumps,https://www.moglix.com/pumps-motors/pumps/sewage-pumps/128111600
CRI Pumps,https://www.moglix.com/brands/cri/pumps-motors/pumps/128110000
