name,url
"Microtek EM 4170+ 170-280V Digital AC Voltage Stabilizer for Upto 1.5 Ton AC with 3 Years Warranty, 899-150-4170",https://www.moglix.com/microtek-em-4170-170-280v-digital-ac-voltage-stabilizer-for-upto-15-ton-ac-with-3-years-warranty/mp/msn2w6jmjbtnoj
"Amptek 12V 4.5Ah Black Sealed Rechargeable SMF Industrial Battery, AT12-4.5",https://www.moglix.com/amptek-12v-45ah-black-sealed-rechargeable-smf-industrial-battery-at12-45/mp/msno5wn6p7gw51
Silcon Gold MS01 3+1 2.5m 220W Plastic White Extension Board,https://www.moglix.com/silcon-gold-ms01-31-25m-220w-plastic-white-extension-board/mp/msnvk1318zxj91
Dewon Electric 12 Module Plastic Brown Wooden Finish Wall Switch Board Plate with LED Indicator,https://www.moglix.com/dewon-electric-12-module-plastic-brown-wooden-finish-wall-switch-board-plate-with-led-indicator/mp/msnv5oop00lv56
"Havells Euro-II 32A Double Pole C Curve MCB, DHMGCDPF032",https://www.moglix.com/havells-euro-ii-32a-double-pole-c-curve-mcb-dhmgcdpf032/mp/msn2vdxtgrv49l
"Luminous Optimus 2300 2000VA/24V 1600W Sine Double Battery Wave Inverter for Home, Office & Shops",https://www.moglix.com/luminous-optimus-2300-2000va-1600w-sine-wave-inverter/mp/msnnkqgwvoqz9x
"Luminous Zelio+ 1100 900VA/12V Single Battery Pure Sine Wave Inverter for Home, Office & Shops",https://www.moglix.com/luminous-zelio-1100-pure-sine-wave-inverter/mp/msn2qh0u32i5c1-g
Dehmy 12 Pole Metal Clear MCB Power Distribution Box,https://www.moglix.com/dehmy-12-pole-metal-clear-mcb-power-distribution-box/mp/msnr50nmgxe251
"Dehmy 8 Way Double Door PVC Enclosure MCB Box, HDF678",https://www.moglix.com/dehmy-8-way-double-door-pvc-enclosure-mcb-box-hdf678/mp/msn4k6zed6y3kq
"Schneider Electric 50A AC-1 4 NO 4 Pole EasyPact TVS Power Contactor, Coil Voltage:220 V, LC1E25004M5WBIN",https://www.moglix.com/schneider-easypact-tvs-50a-ac1-4p-4no-200v-contactor-lc1e25004m5wbin/mp/msn2km16mq089v
Mivan Technologies DDP-HD 230 VAC Single Phase Digital Dry Run Protection Relay with HV LV OL & Cyclic Timer,https://www.moglix.com/mivan-technologies-ddp-hd-230-vac-single-phase-digital-dry-run-protection-relay-with-hv-lv-ol-cyclic-timer/mp/msno5wn7jzyw51
Elegant Casa 200x3.6mm White Nylon Teeth Grip Self Locking Cable Ties (Pack of 50),https://www.moglix.com/elegant-casa-200x36mm-white-nylon-teeth-grip-self-locking-cable-ties-pack-of-50/mp/msn8klp6edpr5v
Elegant Casa 350x4.8mm White Nylon Self Locking Cable Ties (Pack of 400),https://www.moglix.com/elegant-casa-350x48mm-white-nylon-self-locking-cable-ties-pack-of-400/mp/msne5n8r1m2ykl
Mivan Technologies RTC 300 HD 40A Digital Time Switch for Three Phase Motor with 16 Settings On & Off Time,https://www.moglix.com/mivan-technologies-rtc-300-hd-40a-digital-time-switch-for-three-phase-motor-with-16-settings-on-off-time/mp/msnnkqgr74wv9x
"Dehmy 240V ABS White Digital Analog Timer Switch, 648B1 FM1",https://www.moglix.com/dehmy-240v-abs-white-digital-analog-timer-switch-648b1-fm1/mp/msnekpqejvqw52
"Kemajuan 2200W Glass Black & Silver Infrared Cooktop with Touch Control Panel, Fast Heating, Energy Efficient & 1 Year Warranty, KIR0322",https://www.moglix.com/kemajuan-2200w-glass-black-silver-infrared-cooktop-with-touch-control-panel-fast-heating-energy-efficient/mp/msnm9xyrgezdkj-g
"Kemajuan 2000W Glass Black Induction Cooktop with Touch Control, Fast Heating, Energy Efficient & 1 Year Warranty, KICT0220",https://www.moglix.com/kemajuan-2000w-glass-black-induction-cooktop-with-touch-control-fast-heating-energy-efficient/mp/msnekpq6d2ow52
Greenway Smart 40kg Stainless Steel & Aluminium Silver Stove for Biomass Cooking,https://www.moglix.com/greenway-40kg-silver-smart-stove-for-improved-biomass-cooking-stove/mp/msnpkep8z41d9g
Greenway Jumbo 50kg Stainless Steel & Aluminium Silver Stove for Biomass Cooking,https://www.moglix.com/greenway-50kg-silver-jumbo-stove-for-improved-biomass-cooking-stove/mp/msn457mzpq3q9j-g
Crompton ACGC-Ginie Neo 130W 10L White & Light Blue Personal Air Cooler with 4-Way Air Deflection & High Density Honeycomb Pad,https://www.moglix.com/crompton-acgc-ginie-neo-130w-10l-white-light-blue-personal-air-cooler/mp/msnz526pz4rw9x
Hindware Xeno 55 Litre White & Grey Personal Air Cooler with 1 Year Warranty,https://www.moglix.com/hindware-xeno-55-litre-white-grey-personal-air-cooler-with-1-year-warranty/mp/msnv5oop8n1056
"Longway 10L Ivory Instant Water Geyser, Superb",https://www.moglix.com/longway-10l-ivory-instant-water-geyser-superb-dlx/mp/msn153vql26jk3
"Longway 10L Grey Instant Water Geyser, Superb",https://www.moglix.com/longway-10l-grey-instant-water-geyser-superb/mp/msne5n8rdjd0kl-g
Longway Super Pro 750W ABS Plastic Black & Gray Mixer Grinder with 4 Jars,https://www.moglix.com/longway-super-pro-750w-abs-plastic-black-gray-mixer-grinder-with-4-jars/mp/msn39yrn144l5q
"Longway Orion 900W ABS Black & Silver Mixer Grinder with 4 Jars, DSQW-78688273",https://www.moglix.com/longway-orion-900w-abs-black-silver-mixer-grinder-with-4-jars-dsqw-78688273/mp/msnm9xy84d8mkj
VGR V-071 Metal Silver Professional Beard Trimmer with 120min Runtime for Men,https://www.moglix.com/vgr-v-071-metal-silver-professional-beard-trimmer-with-120min-runtime-for-men/mp/msnpkep81m8q9g
VGR VL-118 ABS Black 6 in 1 Professional Limited Edition Hair Trimmer with 200min Run Time,https://www.moglix.com/vgr-vl-118-abs-black-6-in-1-professional-limited-edition-hair-trimmer-with-200min-run-time/mp/msnr50nemvw451
Zokasa Plancha 1000W Black & Golden Heavy Weight Dry Iron,https://www.moglix.com/zokasa-plancha-1000w-black-golden-heavy-weight-dry-iron/mp/msnpkep80zrq9g
Bajaj Herculo 1100W Black Dry Iron,https://www.moglix.com/bajaj-herculo-1100w-black-dry-iron/mp/msn19z27r8m853
"Blue Star 3 Litre Plastic Bottom Loading Black Water Dispenser with 3 Faucets, LED Display & Child Lock, BL1HPCGA",https://www.moglix.com/blue-star-3-litre-plastic-bottom-loading-black-water-dispenser-with-3-faucets-led-display-child-lock-bl1hpcga/mp/msn4k6zddy73kq
"Blue Star 14 Litre Water Dispenser with Refrigerator, BWD3FMRGA-B",https://www.moglix.com/blue-star-w-dispensercooll-bwd3fmrga-b/mp/msn8580glw2l92
"Voltas 183V Zenith Gold 1.5 Ton 3 Star Adjustable Inverter Split AC, 4503752",https://www.moglix.com/voltas-183v-zenith-white-15-ton-3-star-adjustable-inverter-split-ac-4503752/mp/msn153vo7nmjk3
"XLNT 0-2300rpm 21V 450Nm Alloy Steel Yellow & Black Cordless Impact Wrench with Batteries & Charger, XTCIW-128",https://www.moglix.com/xlnt-0-2300rpm-21v-450nm-alloy-steel-yellow-black-cordless-impact-wrench-with-batteries-charger-xtciw-128/mp/msne9j8ojyer9d
"Walkers 1200W 26mm Rotary Hammer Drill Machine with 5 Bits, 13mm Chuck & Gloves, WKFC017",https://www.moglix.com/walkers-1200w-26mm-rotary-hammer-drill-machine-with-5-bits-13mm-chuck-gloves-wkfc017/mp/msng9vngr0q6kp
"Hillgrove 4 Pcs 2000W 7kg Copper Winding Concrete Breaker Demolition Hammer Kit, HGCM1397M1",https://www.moglix.com/hillgrove-4-pcs-2000w-7kg-copper-winding-concrete-breaker-demolition-hammer-kit-hgcm1397m1/mp/msne5n8zlpq0kl
"Hillgrove 4 inch 850W Copper Winding Hand Angle Grinder with 10 Pcs Wheel, HGCM1355M1",https://www.moglix.com/hillgrove-4-inch-850w-copper-winding-hand-angle-grinder-with-10-pcs-wheel-hgcm1355m1/mp/msnm9xyrnovmkj
"Hillgrove HGANG4B1M2 100mm Metal Angle Grinder, HG0187",https://www.moglix.com/hillgrove-hgang4b1m2-100mm-metal-angle-grinder-hg0187/mp/msn75dqvogdv92
"Hillgrove 700W 13mm Power Drill Machine with 9 Pcs Drill Bits, HGCM1162",https://www.moglix.com/hillgrove-700w-13mm-power-drill-machine-with-9-pcs-drill-bits-hgcm1162/mp/msno5wnq4e3r51
Hillgrove HGCM28M1 1200W 26mm Hammer Drill Machine with Hand Tool Kit Set,https://www.moglix.com/hillgrove-hgcm28m1-1200w-26mm-hammer-drill-machine-with-hand-tool-kit-set/mp/msne9j80w00r9d
"Endico 1350W 11500rpm Fiber Wood Cutter, SLOK30",https://www.moglix.com/endico-1350w-11500rpm-fiber-wood-cutter-slok30/mp/msnvk13y3n2891
"Hillgrove 2200W 5 inch Stone Cutting Machine with Wheel, HGCM1425M1",https://www.moglix.com/hillgrove-2200w-5-inch-stone-cutting-machine-with-wheel-hgcm1425m1/mp/msn457mzplnn9j
"Imported 355mm 2200W 3800rpm Heavy Duty Chop Saw, AB-KT-20223913",https://www.moglix.com/imported-355mm-2200w-3800rpm-heavy-duty-chop-saw/mp/msnm9xyz7ozdkj
Hillgrove HGCM100 1050W 12000rpm Saw Cutting Machine Set,https://www.moglix.com/hillgrove-hgcm100-1050w-12000rpm-saw-cutting-machine-set/mp/msn19z2wd4e853
"Eastman 12 inch 300mm Chain Saw Bracket Set for 4 inch & 5 inch Angle Grinders, ECSB-300",https://www.moglix.com/eastman-12-inch-300mm-chain-saw-bracket-set-for-4-inch-5-inch-angle-grinders-ecsb-300/mp/msn457mn8xzq9j
Bosch ProCore 18V 4Ah Battery Pack,https://www.moglix.com/bosch-procore-18v-4ah-battery-pack/mp/msn8klp6oqon5v
iBELL PR60-68 650W 32000rpm Professional Palm Router,https://www.moglix.com/ibel-pr60-68-650w-32000rpm-professional-palm-router/mp/msnq94plmzdnk0
"Endico 1000W 27000rpm Fiber Wood Working Router Machine, CARPER",https://www.moglix.com/endico-1000w-27000rpm-fiber-wood-working-router-machine-carper/mp/msn75dqvqm3v92
"Walkers 800W Angle Grinder, 500W 10mm Drill Machine, 5 Pcs Wheel & 5 Pcs Drill Bits Combo, WKCB433",https://www.moglix.com/walkers-800w-angle-grinder-500w-10mm-drill-machine-5-pcs-wheel-5-pcs-drill-bits-combo-wkcb433/mp/msne5n840joykl
"XLNT 5Ah 2200rpm Cordless Drill, Angle Grinder, Impact Wrench, Rotary Hammer Power Tool Combo with Batteries & Fast Charger, XTCOM 138-4(A)",https://www.moglix.com/xlnt-5ah-2200rpm-cordless-drill-angle-grinder-impact-wrench-rotary-hammer-power-tool-combo-with-batteries-fast-charger-xtcom-138-4a/mp/msne9j8ojymr9d
Control D 100 Pcs Glucometer Test Strips,https://www.moglix.com/control-d-100-pcs-glucometer-test-strips/mp/msnr50nl3l3251
Dr. Morepen 50 Pcs Gluco One BG-03 Multicolor Blood Glucose Test Strips Set (Pack of 2),https://www.moglix.com/dr-morepen-50-pcs-gluco-one-bg-03-multicolor-blood-glucose-test-strips-set-pack-of-2/mp/msnq94pzponek0
"Wellsure Healthcare Attendant Bed with Mattress, WSH-1318",https://www.moglix.com/wellsure-healthcare-attendant-bed-with-mattress-wsh-1318/mp/msn2km1yrvp89v-g
"Welltrust Healthcare Attendant Bed, WSH-1320",https://www.moglix.com/welltrust-healthcare-attendant-bed-wsh-1320/mp/msn4k6ze0j33kq
"3M Tegaderm 8526IN 10 Pcs 10x12cm HP Transparent I.V. Film Dressing Box, AGR-4S556-156A94",https://www.moglix.com/3m-tegaderm-8526in-10-pcs-10x12cm-hp-transparent-iv-film-dressing-box-agr-4s556-156a94/mp/msn19z201z1353
"3M Tegaderm HP 8526IN, Size: 10x12cm (Pack of 50)",https://www.moglix.com/3m-tegaderm-hp-8526in-size-10x12cm-pack-of-50/mp/msn153vp06lxk3
"Omron Digital Karada Scan Body Composition Monitor, HBF-375",https://www.moglix.com/omron-digital-karada-scan-body-composition-monitor-hbf-375/mp/msn85808zdql92-g
Omron HBF-214 Digital Full Body Composition Monitor,https://www.moglix.com/omron-hbf-214-digital-full-body-composition-monitor/mp/msn457mpnq3n9j
MCP Metal Golden Powerful Electric Handheld Double Speed Floating Action Massager for Head & Body Pain Relief,https://www.moglix.com/mcp-metal-golden-powerful-electric-handheld-double-speed-floating-action-massager-for-head-body-pain-relief/mp/msnq94p1qy7ek0
Narayani Traders 360 degree Stainless Steel Shoulder Wheel Exerciser for Frozen Shoulder,https://www.moglix.com/narayani-traders-360-degree-stainless-steel-shoulder-wheel-exerciser-for-frozen-shoulder/mp/msnr50n167x251
"Tynor Adjustable R.O.M. Knee Brace for Multiple Orthopedic Problems, Size: Universal",https://www.moglix.com/tynor-adjustable-rom-knee-brace-for-multiple-orthopedic-problems-size-universal/mp/msn39yrmpm0n5q
"Tynor Coccyx Cushion Seat, Size: Universal",https://www.moglix.com/tynor-coccyx-cushion-seat-size-universal/mp/msnl5glqv1qvk4
Axon K-86 Beige ITE Hearing Aid,https://www.moglix.com/axon-k-86-beige-ite-hearing-aid/mp/msn8klpjrlmn5v
Axon F18 Pocket Hearing Aid,https://www.moglix.com/axon-f18-pocket-hearing-aid/mp/msnl5glw0vopk4
Waldent 9 Pcs 4g Nano Fill  Zirconium Composite Kit,https://www.moglix.com/waldent-9-pcs-4g-nano-fill-zirconium-composite-kit/mp/msnnkqgxd2dv9x
"Mankind Prega News Advance Rapid Single Step Pregnancy Test (Pack of 2), PN1012",https://www.moglix.com/mankind-prega-news-advance-rapid-single-step-pregnancy-test-pack-of-2-pn1012/mp/msnpkepopp2d9g
"Medtech Plastic Complete Nebulization Kit with Air Tube, Advanced Two Part Medicine Bottle & Mask for Adults",https://www.moglix.com/medtech-plastic-complete-nebulization-kit-with-air-tube-advanced-two-part-medicine-bottle-mask-for-adults/mp/msng9vn1p1qdkp
"JK Steel JKPI001BN Steel Toe Work Safety Shoes, Size: 8",https://www.moglix.com/jk-steel-jkpi001bn-steel-toe-safety-shoes-size-8/mp/msn2w2yqoc8qzf
"JK Steel JKPI001BN Steel Toe Work Safety Shoes, Size: 10",https://www.moglix.com/jk-steel-jkpi001bn-steel-toe-safety-shoes-size-10/mp/msn2w2xgqitp7l-g
"Sai Safety Regular Size Cut Proof Nitrile PU Coated White & Grey Safety Gloves, MG-Glove-001",https://www.moglix.com/sai-safety-regular-size-cut-proof-nitrile-pu-coated-white-grey-safety-gloves-mg-glove-001/mp/msnvk13y22gj91
Gripwell Cut Resistant Hand Gloves with Three Fourth Rough PVC Coated (Pack of 20),https://www.moglix.com/gripwell-cut-resistant-hand-gloves-with-three-fourth-rough-pvc-coated-pack-of-20/mp/msn2r26nvsbxqr
Safety One 6kg ABC Powder Type Fire Extinguisher with Wall Mount Hook,https://www.moglix.com/safety-one-6kg-abc-powder-type-fire-extinguisher-with-wall-mount-hook/mp/msnv5oo8nvmv56
Safety Call 4kg ABC Dry Chemical Powder Stored Pressure Fire Extinguisher,https://www.moglix.com/safety-call-4kg-abc-dry-chemical-powder-stored-pressure-fire-extinguisher/mp/msnrkregj2q89n
Tool Master Polyester Orange Netted Safety Jacket with 1 inch Reflecting Tape,https://www.moglix.com/tool-master-standard-polyester-orange-netted-safety-jacket-with-1-inch-reflecting-tape/mp/msno5wnmlz4r51
"Tungsten Safety 200 GSM Cotton Orange Safety Jacket for Men & Women with 2 inch High Visible Reflective Double Line Tape, Size: L",https://www.moglix.com/tungsten-safety-200-gsm-cotton-orange-safety-jacket-for-men-women-with-2-inch-high-visible-reflective-double-line-tape-size-l/mp/msn8klp0oe0n5v
India Loto ILP071 Multicolour Long Shackle Jacket Padlock with 3 Keys (Pack of 4),https://www.moglix.com/india-loto-ilp071-multicolour-long-shackle-jacket-padlock-with-3-keys-pack-of-4/mp/msne5n8vv820kl
"Loto 6mm ABS Red Long Shackle Jacket Padlock with 3 Keys, ILP-Lock (Pack of 3)",https://www.moglix.com/loto-6mm-abs-red-long-shackle-jacket-padlock-with-3-keys-ilp-lock-pack-of-3/mp/msnq94pv73xek0
"Ladwa ABS HDPE White Heavy Duty Superior Nape Safety Helmet, LSI-Helmet-WNP1",https://www.moglix.com/ladwa-abs-hdpe-white-heavy-duty-superior-nape-safety-helmet-lsi-helmet-wnp1/mp/msno5wn48o7w51
"Heapro Yellow Nape Type Safety Helmet, VLD-0011 (Pack of 20)",https://www.moglix.com/heapro-yellow-nape-type-safety-helmet-vld-0011-pack-of-20/mp/msn2quzm7q8cml
"3M Safety Goggles, 1709IN (Pack of 10)",https://www.moglix.com/3m-safety-goggles-1709in-pack-of-10/mp/msnj4npfjc1
"3M Polycarbonate Safety Goggle, 1621",https://www.moglix.com/3m-polycarbonate-safety-goggle-1621/mp/msnj58isjc1
"Arcon Double Rope Full body with Scaffold Hook Safety Belt, ARC-5113",https://www.moglix.com/arcon-double-rope-full-body-with-scaffold-hook-safety-belt-arc-5113/mp/msn2r5q9ua4ffd
"Aviraz 10.5mm 100m Nylon White Kernmantle Static Braided Rope for Mountaineering & Rescue, AZRKR10100MN",https://www.moglix.com/aviraz-105mm-100m-nylon-white-kernmantle-static-braided-rope-for-mountaineering-rescue-azrkr10100mn/mp/msn153vjmxnjk3
"Kunplast 6 Pcs 900mm Stainless Steel Golden Q Manager Set with 1.5m Red Velvet Rope, OT-JFQ0-9ERV",https://www.moglix.com/kunplast-6-pcs-900mm-stainless-steel-golden-q-manager-set-with-15m-red-velvet-rope-ot-jfq0-9erv/mp/msne5n84xj80kl
"Kunplast 1000mm PVC Orange Road Traffic Cone with Weighted Rubber Base, 1m Chain, 1 Hook & Reflective Strip, PVC10002 (Pack of 2)",https://www.moglix.com/kunplast-1000mm-pvc-orange-road-traffic-cone-with-weighted-rubber-base-1m-chain-1-hook-reflective-strip-pvc10002-pack-of-2/mp/msnq94poex6nk0
SSWW Blue PVC Fine Quality Solid Men Rain Suit,https://www.moglix.com/ssww-blue-pvc-fine-quality-solid-men-rain-suit/mp/msn8580vzrxl92
Jumbo 3XL Semi Nylon Blue Full Sleeves Rainsuit Set with Carry Pouch,https://www.moglix.com/jumbo-3xl-semi-nylon-blue-full-sleeves-rainsuit-set-with-carry-pouch/mp/msnvk13ej7oj91
Fastgear Brass & Steel Chrome Finish 360 Deg Moving Sink Tap,https://www.moglix.com/fastgear-brass-steel-chrome-finish-360-deg-moving-sink-tap/mp/msnvk137230j91
Prestige 24x18x10 inch Stainless Steel 304 Silver Single Bowl Kitchen Sink,https://www.moglix.com/prestige-stainless-steel-silver-single-bowl-kitchen-sink/mp/msn153vg6zzjk3-g
Prestige 12x12 inch Brass Chrome Finish Ultra Slim Shower with 24 inch Arm,https://www.moglix.com/prestige-12x12-inch-brass-chrome-finish-ultra-slim-shower-with-24-inch-arm/mp/msnz526y0l8m9x
"Prestige Brass Chrome Finish Square Hand Shower with 1.5m Shower Tube, PRST3507",https://www.moglix.com/prestige-brass-chrome-finish-square-hand-shower-with-15m-shower-tube-prst3507/mp/msn75dqv8g4d92
"Prestige Passion 3 Pcs Brass Chrome Finish 3 in 1 Wall Mixer, Head Shower & Hand Shower Set",https://www.moglix.com/prestige-passion-3-pcs-brass-chrome-finish-3-in-1-wall-mixer-head-shower-hand-shower-set/mp/msno5wn4gygr51
Neelkund 400 ml Plastic White & Black Liquid Soap Dispenser for Bathroom & Kitchen (Pack of 2),https://www.moglix.com/neelkund-400-ml-plastic-white-black-liquid-soap-dispenser-for-bathroom-kitchen-pack-of-2/mp/msne9j8q7qxr9d
"Fastgear 4 Pcs Stainless Steel Chrome Finish 2 Way Bib Tap, Health Faucet, Connection Pipe & Hook Kit",https://www.moglix.com/fastgear-4-pcs-stainless-steel-chrome-finish-2-way-bib-tap-health-faucet-connection-pipe-hook-kit/mp/msn19z2062q353
Prestige 3 Pcs Stainless Steel Chrome Finish Long Body Tap Set & 6x6 inch Slim Shower Combo,https://www.moglix.com/prestige-3-pcs-stainless-steel-chrome-finish-long-body-tap-set-6x6-inch-slim-shower-combo/mp/msne5n8xmng0kl
Marcoware Stainless Steel 304 Satin Finish Silver Jet Spray Health Faucet Set,https://www.moglix.com/marcoware-stainless-steel-304-satin-finish-silver-jet-spray-health-faucet-set/mp/msn2km10egrx9v
"Elegant Casa 46x35.5cm Premium Toilet Seat Cover, A18-657",https://www.moglix.com/elegant-casa-46x355cm-premium-toilet-seat-cover-a18-657/mp/msn8580nwm8l92
"U360 4 inch Stainless Steel Silver Sink Strainer with Removable Perforated Basket for Kitchen Steel Basin, U360_SinkStrainer_U7_1pec",https://www.moglix.com/u360-4-inch-stainless-steel-silver-sink-strainer-with-removable-perforated-basket-for-kitchen-steel-basin-u360-sinkstrainer-u7-1pec/mp/msn8580z8vx492
IRIS 5x5 inch Stainless Steel Chrome Finish Square Push Down Floor Strainer,https://www.moglix.com/iris-5x5-inch-stainless-steel-chrome-finish-square-push-down-floor-strainer/mp/msn8klpov4dr5v
Neelkund 1.5 inch Stainless Steel Silver Extension Nipple (Pack of 10),https://www.moglix.com/neelkund-15-inch-stainless-steel-silver-extension-nipple-pack-of-10/mp/msnm9xyjgj7dkj
"Kamal Classic Full Thread Waste Coupling, WCL-0458A",https://www.moglix.com/kamal-classic-full-thread-waste-coupling-wcl-0458a/mp/msn2wa1yiqcnm1
Elegant Casa 1 inch Inlet Water Tank Filter,https://www.moglix.com/elegant-casa-1-inch-inlet-water-tank-filter/mp/msnl5gl02m4yk4
"Water Science Cleo ABS Hardness Tap Filter for Municipal & Metro Water, SFU 717",https://www.moglix.com/water-science-cleo-abs-hardness-tap-filter-for-municipal-metro-water-sfu-717/mp/msnz526yeonm9x
Kamal Agrotech 3 inch PVC Black Non Return Valve without Flange,https://www.moglix.com/kamal-agrotech-3-inch-pvc-black-non-return-valve-without-flange/mp/msnnkqg744xz9x
"Lehry Valves 32mm FLP Brass Male to Female Threaded End Check Valve, LIV-NRV-BS-OEM",https://www.moglix.com/lehry-valves-32mm-flp-brass-male-to-female-threaded-end-check-valve-liv-nrv-bs-oem/mp/msn19z2eyny853
Unison 18 inch Mild Steel Frame Wheel Type Push Mower,https://www.moglix.com/unison-18-inch-mild-steel-frame-wheel-type-push-mower/mp/msne5n8lnygykl-g
"Neptune 12V 8A 20 Litre Battery & Manual Sprayer with Telescopic Lance & 4 Pcs Nozzles for Agriculture & Garden, BS/CK/DK/VN-21",https://www.moglix.com/neptune-12v-8a-20-litre-battery-manual-sprayer-with-telescopic-lance-4-pcs-nozzles-for-agriculture-garden-bs-ck-dk-vn-21/mp/msn153vo83pjk3
Balwaan Krishi BS-22D 20L 12V Double Motor Battery Operated Knapsack Sprayer Pump,https://www.moglix.com/balwaan-bs-22d-20l-12v-double-motor-battery-operated-knapsack-sprayer-pump/mp/msnpkepd2rgq9g-g
Spear 12 inch 4Ah 4500 rpm Cordless Chainsaw with Battery & Charger,https://www.moglix.com/spear-12-inch-4ah-4500-rpm-cordless-chainsaw-with-battery-charger/mp/msne9j8o23309d
